id,title,description,keywords,sector,group,jurisdiction,frequency,granularity__spatial,granularity__temporal,date__earliest,date__latest,access_type,format,provider,reference,url,access_method
172,"Satellite Image Cartosat 2s, Pan, (0.60m Spatial Resolution)",Satellite imagery of GEO Orthokit and Ortho Rectified (without GCP) with swath width of 9.8km x 9.8km is available,"satellite image, CARTOSAT",Satellite Images,Cartosat,India,4-5 days,spatial grid,one-time,2016,2024,paid,geotiff image,ISRO,"ISRO (2024) Bhoonidhi, NA",https://bhoonidhi.nrsc.gov.in/bhoonidhi/index.html,Go to source URL
177,"Satellite Image Cartosat 3, Pan+Mx, (0.45m Spatial Resolution)",Satellite imagery of Pan-sharpened and NCC & FCC (Pan-sharpened) with swath width of 10km x 10km is available,"satellite image, CARTOSAT",Satellite Images,Cartosat,India,4-5 days,spatial grid,one-time,2019,2024,paid,geotiff image,ISRO,"ISRO (2024) Bhoonidhi, NA",https://bhoonidhi.nrsc.gov.in/bhoonidhi/index.html,Go to source URL
175,"Satellite Image Cartosat 3, Pan, (0.28m,0.45m Spatial Resolution)","Satellite imagery of 0.28m- GEO Orthokit, and 0.25m and 0.45m - Ortho Rectified (without GCP) with swath width of 17km x 17 km is available","satellite image, CARTOSAT",Satellite Images,Cartosat,India,4-5 days,spatial grid,one-time,2019,2024,paid,geotiff image,ISRO,"ISRO (2024) Bhoonidhi, NA",https://bhoonidhi.nrsc.gov.in/bhoonidhi/index.html,Go to source URL
176,"Satellite Image Cartosat 3,Mx (1.10m Spatial Resolution)","Satellite imagery of GEO Orthokit, Ortho Rectified (without GCP) with a swath width of 17km x 17 km and Ortho Rectified (without GCP), NCC & FCC (Ortho Rectified-without GCP) of  swath width of 10km x 10km is available","satellite image, CARTOSAT",Satellite Images,Cartosat,India,4-5 days,spatial grid,one-time,2019,2024,paid,geotiff image,ISRO,"ISRO (2024) Bhoonidhi, NA",https://bhoonidhi.nrsc.gov.in/bhoonidhi/index.html,Go to source URL
179,"Satellite Image Eos-04(Or Risat-1a), [Sar ,Frs1 ,Frs2] (3m-50m Spatial Resolution)","Satellite imagery of Geometrically Terrain Corrected, Single Look Complex,Multi Look Ground Range,Covariance, and Polarimetric Decomposed  with swath width of 20km x 25km is available","satellite image, CARTOSAT",Satellite Images,,India,25 days,spatial grid,one-time,2022,2024,paid,geotiff image,ISRO,"ISRO (2024) Bhoonidhi, NA",https://bhoonidhi.nrsc.gov.in/bhoonidhi/index.html,Go to source URL
181,"Satellite Image Kompsat-3/3a ,Pan & Mx(0.5, 2.2m Spatial Resolution)","Satellite imagery of Geo Orthokit,and Bundled with swath width of 15km x 15km is available","satellite image, CARTOSAT",Satellite Images,,India,3-4 days,spatial grid,one-time,2012,2024,paid,geotiff image,ISRO,"ISRO (2024) Bhoonidhi, NA",https://bhoonidhi.nrsc.gov.in/bhoonidhi/index.html,Go to source URL
186,"Satellite Image Landsat-1 Or Erts-1 ,Mss- (79m Spatial Resolution)",Satellite imagery of (MSS at 79m spatial resolution(RBV)-40m),"satellite image, CARTOSAT",Satellite Images,Landsat,India,18 days,spatial grid,one-time,1972,1978,open,geotiff image,NASA,"US Geological Survey (2024) USGS Earth Explorer, NA",https://earthexplorer.usgs.gov/,Go to source URL
187,"Satellite Image Landsat-2 ,Mss- (79m Spatial Resolution)","Satellite imagery of (MSS at 79m spatial resolution, (RBV)-40m)","satellite image, CARTOSAT",Satellite Images,Landsat,India,18 days,spatial grid,one-time,1975,1982,open,geotiff image,NASA,"US Geological Survey (2024) USGS Earth Explorer, NA",https://earthexplorer.usgs.gov/,Go to source URL
188,"Satellite Image Landsat-3 ,Mss- (79m Spatial Resolution)",Satellite imagery of (MSS at 79m spatial resolution(RBV)-40m),"satellite image, CARTOSAT",Satellite Images,Landsat,India,18 days,spatial grid,one-time,1978,1983,open,geotiff image,NASA,"US Geological Survey (2024) USGS Earth Explorer, NA",https://earthexplorer.usgs.gov/,Go to source URL
189,"Satellite Image Landsat-4 ,Mss-(79m) & Tm(30m,120m)","Satellite imagery of spatial resolution 30 meters (TM, VIS/NIR/SWIR), 120 meters (thermal); 79 meters (MSS)","satellite image, CARTOSAT",Satellite Images,Landsat,India,16 days,spatial grid,one-time,1982,1993,open,geotiff image,NASA,"US Geological Survey (2024) USGS Earth Explorer, NA",https://earthexplorer.usgs.gov/,Go to source URL
190,"Satellite Image Landsat-5 ,Mss-(79m) & Tm(30m,120m)","Satellite imagery of spatial resolution 30 meters (TM, VIS/NIR/SWIR), 120 meters (thermal); 79 meters (MSS)","satellite image, CARTOSAT",Satellite Images,Landsat,India,16 days,spatial grid,one-time,1984,2013,open,geotiff image,NASA,"US Geological Survey (2024) USGS Earth Explorer, NA",https://earthexplorer.usgs.gov/,Go to source URL
191,"Satellite Image Landsat-7 ,Etm+(15m,30m,120m)","Satellite imagery of spatial resolution 30 meters (VIS/NIR/SWIR), 60 meters (thermal), 15 meters (panchromatic)","satellite image, CARTOSAT",Satellite Images,Landsat,India,16 days,spatial grid,one-time,1999,2017,open,geotiff image,NASA,"US Geological Survey (2024) USGS Earth Explorer, NA",https://earthexplorer.usgs.gov/,Go to source URL
192,"Satellite Image Landsat-8 ,Pan(15m),Oli (30m) & Tirs(100m)","Satellite imagery of spatial resolution 30 meters (OLI), 100 meters (TIRS), 15 meters (panchromatic)","satellite image, CARTOSAT",Satellite Images,Landsat,India,16 days,spatial grid,one-time,2013,2024,open,geotiff image,NASA,"US Geological Survey (2024) USGS Earth Explorer, NA",https://earthexplorer.usgs.gov/,Go to source URL
193,"Satellite Image Landsat-9 ,Pan(15m),Oli-2 (30m) & Tirs-2 (100m)","Satellite imagery of spatial resolution 30 meters (OLI-2), 100 meters (TIRS-2), 15 meters (panchromatic)","satellite image, CARTOSAT",Satellite Images,Landsat,India,16 days,spatial grid,one-time,2021,2024,open,geotiff image,NASA,"US Geological Survey (2024) USGS Earth Explorer, NA",https://earthexplorer.usgs.gov/,Go to source URL
180,"Satellite Image Novasar-1,All Modes (6-33 M Spatial Resolution)","Satellite imagery of Geometrically Terrain Corrected, Single Look Complex Slant range, and Multi Look Ground Range with swath width of 13-400km x 13-400km is available","satellite image, CARTOSAT",Satellite Images,,India,16 days,spatial grid,one-time,2018,2024,paid,geotiff image,ISRO,"ISRO (2024) Bhoonidhi, NA",https://bhoonidhi.nrsc.gov.in/bhoonidhi/index.html,Go to source URL
182,"Satellite Image Resourcesat-1, Liss-3(23.5m),Liss-4(5.8m),Awifs(56m Spatial Resolution)","Satellite imagery of  LISS-3(23.5m spatial resolution, swath width-141 km),LISS-4{5.8m spatial resolution, swath width -[23.9 km (Mx) 70 kms (Mono)]},AWiFS {56m spatial resolution, swath width-[740 km (Combined) 370 km (Each head)]} is available","satellite image, CARTOSAT",Satellite Images,Resourcesat,India,24 days,spatial grid,one-time,2003,2024,open,geotiff image,ISRO,"ISRO (2024) Bhoonidhi, NA",https://bhoonidhi.nrsc.gov.in/bhoonidhi/index.html,Go to source URL
183,"Satellite Image Resourcesat-2, Liss-3(23.5m),Liss-4(5.8m),Awifs(56m Spatial Resolution)","Satellite imagery of  LISS-3(23.5m spatial resolution, swath width-141 km),LISS-4{5.8m spatial resolution, swath width -[23.9 km (Mx) 70 kms (Mono)]},AWiFS {56m spatial resolution, swath width-[740 km (Combined) 370 km (Each head)]} is available","satellite image, CARTOSAT",Satellite Images,Resourcesat,India,24 days,spatial grid,one-time,2011,2024,open,geotiff image,ISRO,"ISRO (2024) Bhoonidhi, NA",https://bhoonidhi.nrsc.gov.in/bhoonidhi/index.html,Go to source URL
184,"Satellite Image Resourcesat-2a, Liss-3(23.5m),Liss-4(5.8m),Awifs(56m Spatial Resolution)","Satellite imagery of  LISS-3(23.5m spatial resolution, swath width-141 km),LISS-4{5.8m spatial resolution, swath width -[23.9 km (Mx) 70 kms (Mono)]},AWiFS {56m spatial resolution, swath width-[740 km (Combined) 370 km (Each head)]} is available","satellite image, CARTOSAT",Satellite Images,Resourcesat,India,24 days,spatial grid,one-time,2016,2024,open,geotiff image,ISRO,"ISRO (2024) Bhoonidhi, NA",https://bhoonidhi.nrsc.gov.in/bhoonidhi/index.html,Go to source URL
178,"Satellite Image Risat-1 , [Sar ,Frs1 ,Frs2] (3m-50m Spatial Resolution)","Satellite imagery of Geometrically Terrain Corrected, Single Look Complex, and Multi Look Ground Range  with swath width of 25km x 25km is available","satellite image, CARTOSAT",Satellite Images,,India,25 days,spatial grid,one-time,2012,2016,paid,geotiff image,ISRO,"ISRO (2024) Bhoonidhi, NA",https://bhoonidhi.nrsc.gov.in/bhoonidhi/index.html,Go to source URL
185,Satellite Image Sentinel-2 (10m Spatial Resolution),"Satellite imagery of MSI(visible,NIR-10m,6 bands at 20 m resolution,3 bands at 60 m resolution)","satellite image, CARTOSAT",Satellite Images,,India,5 days,spatial grid,one-time,2015,2024,open,geotiff image,ESA,"Copernicus Browser (2024) Copernicus Browser, NA",https://browser.dataspace.copernicus.eu/?zoom=12&lat=27.21685&lng=75.70583&themeId=DEFAULT-THEME&visualizationUrl=U2FsdGVkX19DjWEnO%2ByGm%2Fp%2FJ%2FAPbVIARGIJNH7KDxkU%2F636Z104oNn9O8dXZZQdUM4lcdcJL1YMbRciKqFP%2BNExhtgTISXD%2FgGjojb12Q7t1BEbR%2BzUxvSG36geiWvC&datasetId=S2_L1C_CDAS&fromTime=2023-01-25T00%3A00%3A00.000Z&toTime=2023-01-25T23%3A59%3A59.999Z&layerId=1_TRUE_COLOR&demSource3D=%22MAPZEN%22&cloudCoverage=30&dateMode=SINGLE,Go to source URL
209,Accessibility To Hospitals In Jaipur Region,Accessibility to hospitals in Jaipur Region.,"Hospitals, Jaipur region",Services,master plan map,Jaipur Region,unknown,region,one-time,,2001,open,printed map,JDA,"JDA (2011) Master Development Plan 2025, vol1, Map 3-11, pg.165",https://jda.rajasthan.gov.in/content/dam/raj/udh/development-authority/jda-jaipur/pdf/MDP/Vol1.pdf,Go to source URL
207,Assessment Of College Availability In Jaipur Region,Accessibility of colleges in Jaipur Region.,"Colleges, Jaipur region",Services,master plan map,Jaipur Region,unknown,region,one-time,,2001,open,printed map,JDA,"JDA (2011) Master Development Plan 2025, vol1, Map 3-8, pg. 162",https://jda.rajasthan.gov.in/content/dam/raj/udh/development-authority/jda-jaipur/pdf/MDP/Vol1.pdf,Go to source URL
208,Assessment Of Health Centre Availability In Jaipur Region,Distribution of health centers in Jaipur Region.,"Health centres, Jaipur region",Services,master plan map,Jaipur Region,unknown,region,one-time,,2001,open,printed map,JDA,"JDA (2011) Master Development Plan 2025, vol1, Map 3-10, pg.164",https://jda.rajasthan.gov.in/content/dam/raj/udh/development-authority/jda-jaipur/pdf/MDP/Vol1.pdf,Go to source URL
206,Assessment Of Senior Secondary School Availability In Jaipur Region,Availability of senior secondary schools in Jaipur Region.,"Senior secondary Schools, Jaipur region",Services,master plan map,Jaipur Region,unknown,region,one-time,,2001,open,printed map,JDA,"JDA (2011) Master Development Plan 2025, vol1, Map 3-7, pg. 161",https://jda.rajasthan.gov.in/content/dam/raj/udh/development-authority/jda-jaipur/pdf/MDP/Vol1.pdf,Go to source URL
211,Availability Of Credit Banking Facility In Agriculture Productive Areas -Jaipur Region,Credit banking facilities in agricultural areas of Jaipur Region.,"Banking facilities, agriculture, Jaipur region",Services,master plan map,Jaipur Region,unknown,region,one-time,,2001,open,printed map,JDA,"JDA (2011) Master Development Plan 2025, vol1, Map 3-13, pg. 167",https://jda.rajasthan.gov.in/content/dam/raj/udh/development-authority/jda-jaipur/pdf/MDP/Vol1.pdf,Go to source URL
212,Availability Of Postal Services In Jaipur Region,Availability of postal services in Jaipur Region.,"Postal service, Jaipur region",Services,master plan map,Jaipur Region,unknown,region,one-time,,2001,open,printed map,JDA,"JDA (2011) Master Development Plan 2025, vol1, Map 3-14, pg. 168",https://jda.rajasthan.gov.in/content/dam/raj/udh/development-authority/jda-jaipur/pdf/MDP/Vol1.pdf,Go to source URL
205,Availability Of Primary Schools Within Jaipur Region,Distribution of primary schools across Jaipur Region.,"primary schools, Jaipur region",Services,master plan map,Jaipur Region,unknown,region,one-time,,2001,open,printed map,JDA,"JDA (2011) Master Development Plan 2025, vol1, Map 3-6, pg.160",https://jda.rajasthan.gov.in/content/dam/raj/udh/development-authority/jda-jaipur/pdf/MDP/Vol1.pdf,Go to source URL
210,Bank Facility In Jaipur Region,Locations of banks within Jaipur Region.,"Banks, Jaipur region",Services,master plan map,Jaipur Region,unknown,region,one-time,,2001,open,printed map,JDA,"JDA (2011) Master Development Plan 2025, vol1, Map 3-12, pg.166",https://jda.rajasthan.gov.in/content/dam/raj/udh/development-authority/jda-jaipur/pdf/MDP/Vol1.pdf,Go to source URL
204,Citizen Facilities Jaipur,citizen facilitation centers with average monthly footfalls,"citizen facility, footfall, jaipur",Services,Smartcities.gov.in data,Jaipur Municipal Corporation,unknown,region,one-time,,2018,open,csv,"CDO- Ajay Kumar, Jaipur Nagar Nigam","JSCL (2019) Ministry of housing and urban affairs,smart city data catalogue, NA",https://smartcities.data.gov.in/catalog/citizen-facilities-jaipur,Go to source URL
198,"Civic And Other Amenities In Slums, 2009","Class and name of town, Name of the slum, No. of households (approximate), Population of the Slum (approximate), Paved roads (in kms.), System of drainage( Open, Closed, Both, Nil), Number of latrines, Community, No. of tap points/ public hydrants installed for supply of protected water, Electricity (Number of connections) in Domestic, Road lighting (points) and Others","Slum Infrastructure, Amenities, Slum Living Conditions",Services,Census handbook,Jaipur District,unknown,district,one-time,,2009,open,xls/xlsx,"Directorate of Census Operations, Rajasthan","Directorate of Census Operations, Rajasthan (2014) Census of India 2011 - Rajasthan - Series 09 - Part XII B - District Census Handbook, Jaipur, Town Statement-VII_0812",https://censusindia.gov.in/nada/index.php/catalog/1069/download/3291/DH_2011_0812-Jaipur.zip,Go to source URL
194,"Civic And Other Amenities, 2009","Name of Town, Road length (in kms.), System of drainage( Open, Closed, Both -Open & Closed), Number of latrines(Pit System,Flush/Pour Flush (Water borne),Service,Others), Protected water supply(Source of supply, System of storage with capacity in kilo litres), Fire fighting service, Electrification (Number of connections of Domestic, Industrial, Commercial, Road lighting points, others)","Town Infrastructure, Utility, Services Overview",Services,Census handbook,Jaipur District,unknown,district,one-time,,2009,open,xls/xlsx,"Directorate of Census Operations, Rajasthan","Directorate of Census Operations, Rajasthan (2014) Census of India 2011 - Rajasthan - Series 09 - Part XII B - District Census Handbook, Jaipur, Town Statement-III_0812",https://censusindia.gov.in/nada/index.php/catalog/1069/download/3291/DH_2011_0812-Jaipur.zip,Go to source URL
203,Community Facilities Jaipur,"number of ward wise Community Hall / Auditorium / Convention Center / Swimming Pools / Sports Ground / Theatre, Facility Name and capacity","community facilities, jaipur",Services,Smartcities.gov.in data,Jaipur Municipal Corporation,unknown,region,one-time,,2018,open,csv,"CDO- Ajay Kumar, Jaipur Nagar Nigam","JSCL (2019) Ministry of housing and urban affairs,smart city data catalogue, NA",https://smartcities.data.gov.in/catalog/community-facilities-jaipur,Go to source URL
201,Cultural Heritage Jaipur,"Name of heritage,Nature of heritage (open space, monuments, street etc.),Heritage use, Age of heritage ( In Years) ",Heritage Characteristics,Services,Smartcities.gov.in data,Jaipur Municipal Corporation,unknown,region,one-time,,2019,open,csv,"CDO- Ajay Kumar, Jaipur Nagar Nigam","JSCL (2019) Ministry of housing and urban affairs,smart city data catalogue, NA",https://smartcities.data.gov.in/catalog/culturalheritagejaipur,Go to source URL
202,Digital Payments Jaipur,Total Collection of municipal Amount collected by ticket sale for Bus and Metro Services,"Digital payments, jaipur",Services,Smartcities.gov.in data,Jaipur Municipal Corporation,unknown,region,one-time,2017,2018,open,csv,"CDO- Ajay Kumar, Jaipur Nagar Nigam","JSCL (2019) Ministry of housing and urban affairs,smart city data catalogue, NA",https://smartcities.data.gov.in/catalog/digital-payments-jaipur,Go to source URL
199,Education Facilities In Jaipur Region Villages,"Education Facilities in Jaipur Region Villages based on infrastructure, standard and no. of facilities","Education Facilities, Infrastructure, Jaipur Region Villages",Services,,Jaipur Region,unknown,region,one-time,,2001,open,printed table,"Directorate of Census Operations, Rajasthan","Master Development Plan 2025 (2011), vol1, Table 3-17, pg.153",https://jda.rajasthan.gov.in/content/dam/raj/udh/development-authority/jda-jaipur/pdf/MDP/Vol1.pdf,Go to source URL
196,"Educational, Recreational And Cultural Facilities, 2009","Name of Town, Number of Educational Facilities(Primary school, Middle school, Secondary school, Senior Secondary school, Arts/ Science/ Commerce colleges (of degree level and above) , Medical colleges,Engineering colleges, Management Institute/ colleges,Polytechnics, Recognised Shorthand, Typewriting and vocational training institutions,Non-formal Education Center (Sarva Shiksha Abhiyan Center), Special School for Disabled, others ), Number of Social, Recreational and Cultural facilities: No. of Orphanage Home, Working women's hostles, No. of Old Age Home, Stadium, Cinema Theatre, Auditorium/ Community halls, Public libraries and Reading rooms","Town Educational, Social Facilities, Education, Recreation Infrastructure",Services,Census handbook,Jaipur District,unknown,district,one-time,,2009,open,xls/xlsx,"Directorate of Census Operations, Rajasthan","Directorate of Census Operations, Rajasthan (2014) Census of India 2011 - Rajasthan - Series 09 - Part XII B - District Census Handbook, Jaipur, Town Statement-V_0812",https://censusindia.gov.in/nada/index.php/catalog/1069/download/3291/DH_2011_0812-Jaipur.zip,Go to source URL
197,"Industry And Banking, 2009","Name of Town, Names of three most important commodities manufactured, Number of banks (Nationalised Bank,Private Commercial Bank,Co-operative Bank), Number of agricultural credit societies, Number of non-agricultural credit societies","Town Manufacturing, Financial Institutions, Banking, Credit Facilities",Services,Census handbook,Jaipur District,unknown,district,one-time,,2009,open,xls/xlsx,"Directorate of Census Operations, Rajasthan","Directorate of Census Operations, Rajasthan (2014) Census of India 2011 - Rajasthan - Series 09 - Part XII B - District Census Handbook, Jaipur, Town Statement-VI_0812",https://censusindia.gov.in/nada/index.php/catalog/1069/download/3291/DH_2011_0812-Jaipur.zip,Go to source URL
195,"Medical Facilities, 2009","Name of Town, No. of Medical facilities (with number of beds in brackets) in Hospitals  (Allopathic & Others), Dispensaries / Health Center, Family Welfare Center, Maternity and Child Welfare Center, Maternity Homes,T.B.Hospital/ Clinic,  Nursing Homes, Veterinary Hospital, Mobile Health Clinic and Others etc., Charitable Hospital/Nursing Home  (Numbers), Medicine Shop (Numbers)","Town Health Facilities, Medical, Welfare Services",Services,Census handbook,Jaipur District,unknown,district,one-time,,2009,open,xls/xlsx,"Directorate of Census Operations, Rajasthan","Directorate of Census Operations, Rajasthan (2014) Census of India 2011 - Rajasthan - Series 09 - Part XII B - District Census Handbook, Jaipur, Town Statement-IV_0812",https://censusindia.gov.in/nada/index.php/catalog/1069/download/3291/DH_2011_0812-Jaipur.zip,Go to source URL
200,Smart Governance,"Availability of online services for various domains like taxes, challans,fines, service connections, certificates,licenses, tenders, grievance management, tickets & passes, disclosure of documents in yes and no format","smart governance, ",Services,Smartcities.gov.in data,Jaipur City,unknown,city,one-time,,2019,open,csv,"CDO- Ajay Kumar, Jaipur Nagar Nigam","JSCL (2019) Ministry of housing and urban affairs,smart city data catalogue, NA",https://smartcities.data.gov.in/catalog/digital-availability-jaipur,Go to source URL
227,Availability Of Footpaths,"Availability of Footpaths in Walled City
",Footpaths,Transport Network,L&T Infra Engineering Transport Study,Jaipur City,unknown,city,one-time,,2022,private,printed table,JDA,"L&T Infra Engineering (2022) Comprehensive Traffic and Transportation Study for Jaipur Region, vol1, Table 3-70, pg. 3-74",Document not yet published,Not currently available
225,Availability Of Road Markings In Walled City,Availability of road markings in the walled city of Jaipur. ,"Road markings, walled city",Transport Network,L&T Infra Engineering Transport Study,Walled City,unknown,city,one-time,,2022,private,printed map,JDA,"L&T Infra Engineering (2022) Comprehensive Traffic and Transportation Study for Jaipur Region, vol1, Figure 7-8, Pg. 7-12",Document not yet published,Not currently available
226,Availability Of Signage In Walled City,Availability of Signages in walled city. ,"Singages, walled city",Transport Network,L&T Infra Engineering Transport Study,Walled City,unknown,city,one-time,,2022,private,printed map,JDA,"L&T Infra Engineering (2022) Comprehensive Traffic and Transportation Study for Jaipur Region, vol1, Figure 7-9, Pg. 7-12",Document not yet published,Not currently available
222,Built Heritage And Cultural Trail,Significant heritage sites and cultural landmarks in Jaipur.,"Heritage, cultural sites",Transport Network,master plan map,Jaipur District,unknown,district,one-time,,2001,open,printed map,JDA,"JDA (2011) Master Development Plan 2025, vol1, Map 2-37, pg. 113",https://jda.rajasthan.gov.in/content/dam/raj/udh/development-authority/jda-jaipur/pdf/MDP/Vol1.pdf,Go to source URL
231,Demarcation Of Traffic Analysis Zones (Taz),zone list adopted for travel demand modeling is as same as the zoning adopted,"Travel Demand Modeling, Zoning",Transport Network,L&T Infra Engineering Transport Study,Jaipur region,unknown,region,one-time,,2022,private,printed map,JDA,"L&T Infra Engineering (2022) Comprehensive Traffic and Transportation Study for Jaipur Region, vol1, Figure 6-4 pg 6-11",Document not yet published,Not currently available
216,District Road Network - Class 2 & Class 3 Town Connectivity,district road network for connectivity of class 2& class 3 towns,District road network,Transport Network,master plan map,Jaipur District,unknown,district,one-time,,2001,open,printed map,JDA,"JDA (2011) Master Development Plan 2025, vol1, Map 2-42, pg.119",https://jda.rajasthan.gov.in/content/dam/raj/udh/development-authority/jda-jaipur/pdf/MDP/Vol1.pdf,Go to source URL
217,District Road Network - Class 3 & Class 4 Town Connectivity,district road network for connectivity of class 3& class 4 towns,District road network,Transport Network,master plan map,Jaipur District,unknown,district,one-time,,2001,open,printed map,JDA,"JDA (2011) Master Development Plan 2025, vol1, Map 2-43, pg. 119",https://jda.rajasthan.gov.in/content/dam/raj/udh/development-authority/jda-jaipur/pdf/MDP/Vol1.pdf,Go to source URL
218,District Road Network - Class 4 & Class 5 Town Connectivity,district road network for connectivity of class 4& class 5 towns,District road network,Transport Network,master plan map,Jaipur District,unknown,district,one-time,,2001,open,printed map,JDA,"JDA (2011) Master Development Plan 2025, vol1, Map 2-44, pg. 120",https://jda.rajasthan.gov.in/content/dam/raj/udh/development-authority/jda-jaipur/pdf/MDP/Vol1.pdf,Go to source URL
219,District Road Network Optimum Connectivity,"Optimum connectivity of the district over laying the future towns, growth centres, growth foci, focal villages and service villages. Should be used with Table  2-40 (list of the 57 new towns and their class by 2025)",Connectivity map,Transport Network,master plan map,Jaipur District,unknown,district,one-time,,2001,open,printed map,JDA,"sustainable mobility, Map-2-45, pg. 120",https://jda.rajasthan.gov.in/content/dam/raj/udh/development-authority/jda-jaipur/pdf/MDP/Vol1.pdf,Go to source URL
215,District Road Network-Class 1 & Class 2 Town Connectivity,district road network for connectivity of class 1& class 2 towns,District road network,Transport Network,master plan map,Jaipur District,unknown,district,one-time,,2001,open,printed map,JDA,"JDA (2011) Master Development Plan 2025, vol1, Map 2-41, pg.118",https://jda.rajasthan.gov.in/content/dam/raj/udh/development-authority/jda-jaipur/pdf/MDP/Vol1.pdf,Go to source URL
230,Encroached Footpaths In Jaipur,Encroached Footpaths ,Footpaths,Transport Network,L&T Infra Engineering Transport Study,Jaipur City,unknown,city,one-time,,2022,private,printed table,JDA,"L&T Infra Engineering (2022) Comprehensive Traffic and Transportation Study for Jaipur Region, vol1, Table 3-61, pg. 3-70",Document not yet published,Not currently available
149,Public Transport Road Network,Coded Public Transport Network for JDA Region,"public transport, network, JDA",Transport Network,L&T Infra Engineering Transport Study,JDA Region,unknown,city,one-time,,2022,private,printed map,JDA,"L&T Infra Engineering (2022) Comprehensive Traffic and Transportation Study for Jaipur Region, vol1, Figure 6-7 pg 6-15",Document not yet published,Not currently available
150,Public Transport Road Network,Coded Public Transport Network for JMC,"public transport, network, JMC",Transport Network,L&T Infra Engineering Transport Study,JMC Boundary,unknown,city,one-time,,2022,private,printed map,JDA,"L&T Infra Engineering (2022) Comprehensive Traffic and Transportation Study for Jaipur Region, vol1, Figure 6-8 pg 6-15",Document not yet published,Not currently available
223,Recreation And Leisure Trail,Recreational and leisure areas in Jaipur.,"Recreational, leisure area, Jaipur",Transport Network,master plan map,Jaipur District,unknown,district,one-time,,2001,open,printed map,JDA,"JDA (2011) Master Development Plan 2025, vol1, Map 2-38, pg. 114",https://jda.rajasthan.gov.in/content/dam/raj/udh/development-authority/jda-jaipur/pdf/MDP/Vol1.pdf,Go to source URL
214,Regional Road Network Map,Regional transport network,"Road network, Regional",Transport Network,L&T Infra Engineering Transport Study,Jaipur Region,unknown,region,one-time,,2018,private,printed map,JDA,"L&T Infra Engineering (2022) Comprehensive Traffic and Transportation Study for Jaipur Region, vol1, Figure 2-1, pg. 2-3",Document not yet published,Not currently available
224,Religious And Spiritual Trail,Religious and spiritual sites in Jaipur.,"Spiritual sites, Jaipur",Transport Network,master plan map,Jaipur District,unknown,district,one-time,,2001,open,printed map,JDA,"JDA (2011) Master Development Plan 2025, vol1, Map 2-39, pg. 115",https://jda.rajasthan.gov.in/content/dam/raj/udh/development-authority/jda-jaipur/pdf/MDP/Vol1.pdf,Go to source URL
228,Right Of Way (Row) Widths,"detailed information on the road infrastructure in Jaipur, listing 39 major roads with their respective lengths, right-of-way (ROW), carriage details, and shoulder widths. ","Road Infrastructure, Major roads, ROW",Transport Network,,Jaipur Region,unknown,region,one-time,,2007,open,printed table,DHV Primary Survey,"JDA (2011) Master Development Plan 2025, vol1, Table 4-21, pg.254",https://jda.rajasthan.gov.in/content/dam/raj/udh/development-authority/jda-jaipur/pdf/MDP/Vol1.pdf,Go to source URL
220,Road Network,Highway Network for JDA Region,"Highway, network, JDA",Transport Network,L&T Infra Engineering Transport Study,JDA Boundary,unknown,city,one-time,,2022,private,printed map,JDA,"L&T Infra Engineering (2022) Comprehensive Traffic and Transportation Study for Jaipur Region, vol1, Figure 6-6 pg 6-14",Document not yet published,Not currently available
221,Road Network,Highway Network for JMC Boundary,"Highway, network, JMC",Transport Network,L&T Infra Engineering Transport Study,JMC Boundary,unknown,city,one-time,,2022,private,printed map,JDA,"L&T Infra Engineering (2022) Comprehensive Traffic and Transportation Study for Jaipur Region, vol1, Figure 6-5 pg 6-13",Document not yet published,Not currently available
213,Road Network In Rajasthan (Up To 31.03.2022),"Road Network in Rajasthan (up to 31.03.2022) with road category, length (km), and percentage  share as the parameters","Road Network, Rajasthan",Transport Network,,Rajasthan,unknown,state,one-time,,2022,open,printed table,"Public Works Department, Government of Rajasthan","State Road Safety Cell, Department of Transport and Road Safety, Rajasthan, NA",https://roadsafetycell.rkcl.in/pageView/token=Q2twNXhhZk9IaklESkMwMGxoaTgwdz09,Go to source URL
229,Transport Potential In Villages,"transport potential (High, Low, Medium) analysis in Jaipur District. ","Transport potential, villages",Transport Network,master plan map,Jaipur District,unknown,district,one-time,,2001,open,printed map,JDA,"JDA (2011) Master Development Plan 2025, vol1, Map 2-25, pg. 89",https://jda.rajasthan.gov.in/content/dam/raj/udh/development-authority/jda-jaipur/pdf/MDP/Vol1.pdf,Go to source URL
241,Anpr Camera Locations In Jaipur City,"Name,ID, device count, address, and Physical Coordinates of the ANPR Camera locations in Jaipur city",ANPR Camera,Transport Network Assets,MoHUA IUDX data,Jaipur Development Authority (2018),unknown,discrete locations,one-time,,,private,json,JDA,"Indian urban data exchange (2023) IUDX, NA",https://catalogue.cos.iudx.org.in/jaipur/dataset/5004baa8-a1ca-45f0-b639-4cef1ec6b089,Go to source URL
242,Environment Sensor Locations In Jaipur City,"Name, address, and Physical Coordinates of the environment sensor in Jaipur city",Environment Sensor,Transport Network Assets,MoHUA IUDX data,Jaipur Development Authority (2018),unknown,discrete locations,one-time,,,private,json,JDA,"Indian urban data exchange (2023) IUDX, NA",https://catalogue.cos.iudx.org.in/jaipur/dataset/5004baa8-a1ca-45f0-b639-4cef1ec6b089,Go to source URL
